#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"distinguishedName","GroupCategory","GroupScope","name","objectClass","objectGUID","SamAccountName","SID"
"CN=ICS All Users,OU=EDGE Groups,OU=Edge,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","ICS All Users","group","0ab04f9b-a976-4ae0-a83f-1061dc5f0474","ICS All Users","S-1-5-21-1064954374-356710528-997385118-90308"
"CN=MFS_APX Users,OU=PHNX Exchange,OU=PHNX,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","MFS_APX Users","group","d988e85c-488c-450c-9ed4-1c84767fc9f8","MFS_APX Users","S-1-5-21-1064954374-356710528-997385118-89710"
"CN=MFS_ONBase Users,OU=PHNX Exchange,OU=PHNX,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","MFS_ONBase Users","group","7e45ed5e-98d1-4738-abd8-78015976c48a","MFS_ONBase Users","S-1-5-21-1064954374-356710528-997385118-89749"
"CN=DELH-DriveMap,OU=DELH Groups,OU=DELH,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","DELH-DriveMap","group","c6ef7dfe-cd73-4b9c-a64c-d2f2e0a6cc6b","DELH-DriveMap","S-1-5-21-1064954374-356710528-997385118-103813"
"CN=MFS_Users,OU=PHNX Exchange,OU=PHNX,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","MFS_Users","group","cf13ea3a-45bf-429d-9ed1-4b58059c2a5c","MFS_Users","S-1-5-21-1064954374-356710528-997385118-103809"
"CN=EdgeCitrix-Production SQL Developer TS,OU=EDGE Groups,OU=Edge,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","EdgeCitrix-Production SQL Developer TS","group","5947fec9-c397-4701-a28a-117ca10453f1","EdgeCitrix-Production SQL Developer TS","S-1-5-21-1064954374-356710528-997385118-111957"
"CN=EdgeCitrix-Jabber-TS,OU=EDGE Groups,OU=Edge,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","EdgeCitrix-Jabber-TS","group","9e30ce97-66d0-4db9-a301-63daefd9f095","EdgeCitrix-Jabber-TS","S-1-5-21-1064954374-356710528-997385118-130142"
"CN=BR-ISE-VPN-GLOBAL,OU=CORP Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","BR-ISE-VPN-GLOBAL","group","e186c975-3165-44ba-99dd-7b9b9a11900e","BR-ISE-VPN-GLOBAL","S-1-5-21-1064954374-356710528-997385118-191550"
"CN=ClipboardLockdown,OU=EDGE Groups,OU=Edge,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","ClipboardLockdown","group","0c665a18-b388-4686-b7ff-48296edd7fac","ClipboardLockdown","S-1-5-21-1064954374-356710528-997385118-127744"
"CN=A_ICS_BBDI_Quality_Center_Users,OU=EDGE Exchange,OU=Edge,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","A_ICS_BBDI_Quality_Center_Users","group","25f19dee-90b2-4531-b712-dce31dcb774f","A_ICS_BBDI_Quality_Center_Users","S-1-5-21-1064954374-356710528-997385118-140706"
"CN=BANGALORE INDIA ALL ASSOCIATES_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","BANGALORE INDIA ALL ASSOCIATES_GBS","group","7b6075db-ffda-48a9-8d46-8d8bd110a4e4","BANGALORE INDIA ALL ASSOCIATES_GBS","S-1-5-21-1064954374-356710528-997385118-141306"
"CN=Sublist VLK Org_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","Sublist VLK Org_GBS","group","7a865f34-7074-49e4-bcf2-619cb33e250c","Sublist VLK Org_GBS","S-1-5-21-1064954374-356710528-997385118-169696"
"CN=Sublist John Hogan Org_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","Sublist John Hogan Org_GBS","group","eb4bdd30-fe81-4329-9df2-6fe18c92b846","Sublist John Hogan Org_GBS","S-1-5-21-1064954374-356710528-997385118-148091"
"CN=IRIS-ALL USERS,OU=PHNX Groups,OU=PHNX,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","IRIS-ALL USERS","group","79fcd556-f952-48b7-ab2f-1f0fa6758021","IRIS-ALL USERS","S-1-5-21-1064954374-356710528-997385118-168696"
"CN=OAES_DevOps_Nexus_Users,OU=EDGE Groups,OU=Edge,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","OAES_DevOps_Nexus_Users","group","ad8d7a4d-6a42-41bd-85f5-4604ab489008","OAES_DevOps_Nexus_Users","S-1-5-21-1064954374-356710528-997385118-182395"
"CN=ALL_Leader1_John Hogan Org_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","ALL_Leader1_John Hogan Org_GBS","group","37de73df-717c-4068-88ce-f7d616ebcf2a","ALL_Leader1_John Hogan Org_GBS","S-1-5-21-1064954374-356710528-997385118-185411"
"CN=ALL_Leader2_Laxmikanth Venkatraman Org_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","ALL_Leader2_Laxmikanth Venkatraman Org_GBS","group","64c8f7a7-6f08-470c-a740-0be3164e39c6","ALL_Leader2_Laxmikanth Venkatraman Org_GBS","S-1-5-21-1064954374-356710528-997385118-183511"
"CN=HBIPBWDRSFA1-ICS-Matrix-Operations-rw,OU=CORP Varonis Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","HBIPBWDRSFA1-ICS-Matrix-Operations-rw","group","a56f3763-1777-4af1-b7a4-3d0ecefdd811","HBIPBWDRSFA1-ICS-Matrix-Operations-rw","S-1-5-21-1064954374-356710528-997385118-189961"
"CN=ICS-Matrix-Operations,OU=BGLR Exchange,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","ICS-Matrix-Operations","group","86cc8af8-62cb-43bb-88cf-dc46f9e6c9fc","ICS-Matrix-Operations","S-1-5-21-1064954374-356710528-997385118-191801"
"CN=BR-Office365FullUserLicenseGroup,OU=EDGE Exchange,OU=Edge,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","BR-Office365FullUserLicenseGroup","group","390bac0a-0938-4c62-b108-42498e672772","BR-Office365FullUserLicenseGroup","S-1-5-21-1064954374-356710528-997385118-194354"
"CN=ICS All Users BSG,OU=CORP Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","ICS All Users BSG","group","9c46ba2d-c20e-4041-83fd-e8b5d50f8638","ICS All Users BSG","S-1-5-21-1064954374-356710528-997385118-193268"
"CN=BNR-Corporate-Actions-Team,OU=BGLR Groups,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","BNR-Corporate-Actions-Team","group","8a8daba2-bddc-41d2-bdc1-f7be656b3d77","BNR-Corporate-Actions-Team","S-1-5-21-1064954374-356710528-997385118-199571"
"CN=ALL_Leader0_Tim Gokey Org_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","ALL_Leader0_Tim Gokey Org_GBS","group","2f9ee0ef-56e1-4229-9c70-204a0fc6553c","ALL_Leader0_Tim Gokey Org_GBS","S-1-5-21-1064954374-356710528-997385118-200389"
"CN=ALL_Jenkins_DevOps_Access List_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","DomainLocal","ALL_Jenkins_DevOps_Access List_GBS","group","559c6a10-1e57-4b06-9021-f4b83a11e171","ALL_Jenkins_DevOps_Access List_GBS","S-1-5-21-1064954374-356710528-997385118-200992"
"CN=ALL_Leader0_Tim Gokey Org_Associates Only_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","ALL_Leader0_Tim Gokey Org_Associates Only_GBS","group","5591ee82-63c5-47e8-843a-491b447a8961","ALL_Leader0_Tim Gokey Org_Associates Only_GBS","S-1-5-21-1064954374-356710528-997385118-210711"
"CN=UC-WebEx-Global,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","UC-WebEx-Global","group","a87713c4-fb88-4fa7-9975-8b870ef1fec0","UC-WebEx-Global","S-1-5-21-1064954374-356710528-997385118-223226"
"CN=DELINT,CN=Users,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","DELINT","group","3be7d569-6bc5-4d5a-a93e-b757ae1f7959","DELINT","S-1-5-21-1064954374-356710528-997385118-216471"
"CN=MFS_CashGroupOffshore,OU=PHNX Groups,OU=PHNX,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","MFS_CashGroupOffshore","group","327a8798-c3e4-421f-8de3-ae4bc400552a","MFS_CashGroupOffshore","S-1-5-21-1064954374-356710528-997385118-223025"
"CN=BR-Office365PowerAutomateFreeLicenseGroup,OU=CORP Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","BR-Office365PowerAutomateFreeLicenseGroup","group","751ec187-cbf4-4caa-ba84-6951b9616100","BR-Office365PowerAutomateFreeLicenseGroup","S-1-5-21-1064954374-356710528-997385118-228487"
"CN=BR-Proxy-PilotPAC-INDIA,OU=CORP Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","BR-Proxy-PilotPAC-INDIA","group","d65d1fcf-d772-49a6-a749-f676a0911c68","BR-Proxy-PilotPAC-INDIA","S-1-5-21-1064954374-356710528-997385118-228535"
"CN=BR-ISE-DUO-EMP,OU=CORP Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","BR-ISE-DUO-EMP","group","daa21285-1ce6-4669-abb2-2d7e277aaade","BR-ISE-DUO-EMP","S-1-5-21-1064954374-356710528-997385118-242139"
"CN=Vijay Mayadas CapitalMarkets_ListD_GBS,OU=CORP Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","Vijay Mayadas CapitalMarkets_ListD_GBS","group","ad4e64be-16bb-49e4-9768-a15cae6b29fc","Vijay Mayadas CapitalMarkets_ListD_GBS","S-1-5-21-1064954374-356710528-997385118-247456"
