#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"distinguishedName","GroupCategory","GroupScope","name","objectClass","objectGUID","SamAccountName","SID"
"CN=AWS-982152654270-BR_GTOBRMAMCAT_PRO_ServiceDelivery_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-982152654270-BR_GTOBRMAMCAT_PRO_ServiceDelivery_User_Role","group","bc6abba1-d951-44b7-954a-108727b0c00c","AWS-982152654270-BR_GTOBRMAMCAT_PRO_ServiceDelivery_User_Role","S-1-5-21-1064954374-356710528-997385118-230287"
"CN=AWS-453099816961-BR_GTOBRMAPJC_PRO_ServiceDelivery_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-453099816961-BR_GTOBRMAPJC_PRO_ServiceDelivery_User_Role","group","6c8613d7-4984-45c9-a1bb-7ed5a93a6404","AWS-453099816961-BR_GTOBRMAPJC_PRO_ServiceDelivery_User_Role","S-1-5-21-1064954374-356710528-997385118-230263"
"CN=AWS-592745754403-BR_GTOBRMASTRH_PRO_ServiceDelivery_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-592745754403-BR_GTOBRMASTRH_PRO_ServiceDelivery_User_Role","group","3ac12bfe-8834-4e44-adca-eb1447f256a8","AWS-592745754403-BR_GTOBRMASTRH_PRO_ServiceDelivery_User_Role","S-1-5-21-1064954374-356710528-997385118-230276"
"CN=AWS-447387553354-BR_GTOBRMAUBS_PRO_ServiceDelivery_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-447387553354-BR_GTOBRMAUBS_PRO_ServiceDelivery_User_Role","group","263edbfe-b37c-47ea-a958-65b27bd3c8b0","AWS-447387553354-BR_GTOBRMAUBS_PRO_ServiceDelivery_User_Role","S-1-5-21-1064954374-356710528-997385118-220317"
"CN=AWS-453099816961-BR_GTOBRMAPJC_PRO_ReadOnly_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-453099816961-BR_GTOBRMAPJC_PRO_ReadOnly_User_Role","group","9ad39f39-d681-4610-81a0-f49f48f7b55c","AWS-453099816961-BR_GTOBRMAPJC_PRO_ReadOnly_User_Role","S-1-5-21-1064954374-356710528-997385118-230258"
"CN=AWS-982152654270-BR_GTOBRMAMCAT_PRO_ReadOnly_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-982152654270-BR_GTOBRMAMCAT_PRO_ReadOnly_User_Role","group","d6f470df-6749-4157-92f1-748bb9b4024e","AWS-982152654270-BR_GTOBRMAMCAT_PRO_ReadOnly_User_Role","S-1-5-21-1064954374-356710528-997385118-230282"
"CN=AWS-447387553354-BR_GTOBRMAUBS_PRO_ReadOnly_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-447387553354-BR_GTOBRMAUBS_PRO_ReadOnly_User_Role","group","f68f8f98-7717-4ece-a9fd-ecd4e7777b56","AWS-447387553354-BR_GTOBRMAUBS_PRO_ReadOnly_User_Role","S-1-5-21-1064954374-356710528-997385118-220312"
"CN=AWS-592745754403-BR_GTOBRMASTRH_PRO_ReadOnly_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-592745754403-BR_GTOBRMASTRH_PRO_ReadOnly_User_Role","group","a7114aa2-9b9a-485a-8b82-34246ead0c61","AWS-592745754403-BR_GTOBRMASTRH_PRO_ReadOnly_User_Role","S-1-5-21-1064954374-356710528-997385118-230271"
"CN=BRMA CAT Support,OU=NWRK Exchange,OU=NWRK,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","BRMA CAT Support","group","f4b6bce8-28e0-4fcf-8076-36e83287d829","BRMA CAT Support","S-1-5-21-1064954374-356710528-997385118-235925"
"CN=BRMA CAT System Alerts,OU=NWRK Exchange,OU=NWRK,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","BRMA CAT System Alerts","group","fb0dc20d-1358-4a8d-89d2-19947e4d305e","BRMA CAT System Alerts","S-1-5-21-1064954374-356710528-997385118-237310"
"CN=BR-ISE-DUO-EMP,OU=CORP Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","BR-ISE-DUO-EMP","group","daa21285-1ce6-4669-abb2-2d7e277aaade","BR-ISE-DUO-EMP","S-1-5-21-1064954374-356710528-997385118-242139"
"CN=AWS-962306527305-BR_GTOBRMAAB_DEV_DeveloperPower_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-962306527305-BR_GTOBRMAAB_DEV_DeveloperPower_User_Role","group","2aab8930-f27d-4bbd-b507-23703ba685a5","AWS-962306527305-BR_GTOBRMAAB_DEV_DeveloperPower_User_Role","S-1-5-21-1064954374-356710528-997385118-252947"
"CN=AWS-121384921586-BR_GTOBRMAPEX_DEV_DeveloperPower_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-121384921586-BR_GTOBRMAPEX_DEV_DeveloperPower_User_Role","group","0cc0d988-f42f-443b-b7f0-a13905838319","AWS-121384921586-BR_GTOBRMAPEX_DEV_DeveloperPower_User_Role","S-1-5-21-1064954374-356710528-997385118-254323"
"CN=AWS-758503677426-BR_GTOBRMAPEX_PRO_ReadOnly_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-758503677426-BR_GTOBRMAPEX_PRO_ReadOnly_User_Role","group","b53bd0d5-2dcc-4a2c-9beb-29cdecfbdf28","AWS-758503677426-BR_GTOBRMAPEX_PRO_ReadOnly_User_Role","S-1-5-21-1064954374-356710528-997385118-256791"
"CN=AWS-758503677426-BR_GTOBRMAPEX_PRO_ServiceDelivery_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-758503677426-BR_GTOBRMAPEX_PRO_ServiceDelivery_User_Role","group","bd803007-07ed-48ab-b274-b5fe340d8774","AWS-758503677426-BR_GTOBRMAPEX_PRO_ServiceDelivery_User_Role","S-1-5-21-1064954374-356710528-997385118-256796"
"CN=AWS-494547335211-BR_GTOBRMAAB_PRO_ServiceDelivery_User_Role,OU=CORP AWS Groups,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS-494547335211-BR_GTOBRMAAB_PRO_ServiceDelivery_User_Role","group","dd592042-05c0-40b7-b492-bbfe4f1ee45d","AWS-494547335211-BR_GTOBRMAAB_PRO_ServiceDelivery_User_Role","S-1-5-21-1064954374-356710528-997385118-256807"
"CN=AcordIQ-Support,OU=HBAD Exchange,OU=HBAD,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","AcordIQ-Support","group","b95299e5-1afa-4265-b7e5-29dcd9507ede","AcordIQ-Support","S-1-5-21-1064954374-356710528-997385118-264172"
"CN=AWS_982152654270_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_982152654270_ReadAccess_Users","group","15063150-9c8d-4c2f-8a5e-e2d5924d372c","AWS_982152654270_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-267138"
"CN=AWS_592745754403_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_592745754403_ReadAccess_Users","group","3d85cb2d-d153-4370-9909-7274aa0bd2ee","AWS_592745754403_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-264883"
"CN=AWS_447387553354_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_447387553354_ReadAccess_Users","group","84156b57-5021-429e-b310-bf3dd4c3e41e","AWS_447387553354_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-268868"
"CN=AWS_453099816961_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_453099816961_ReadAccess_Users","group","e780ddcd-589b-4699-bfa5-06bdb810aef5","AWS_453099816961_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-267139"
"CN=AWS_531755746648_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_531755746648_ReadAccess_Users","group","461942d7-9f40-4ebb-8f6b-c894222a75b3","AWS_531755746648_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-264911"
"CN=AWS_434941684328_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_434941684328_ReadAccess_Users","group","2b9d6faf-053e-4a1e-8df7-b4cadd143bd4","AWS_434941684328_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-264912"
"CN=AWS_929731519984_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_929731519984_ReadAccess_Users","group","488cd95a-65cb-4e57-8019-aa4c63251176","AWS_929731519984_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-267157"
"CN=AWS_121384921586_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_121384921586_ReadAccess_Users","group","257bac24-65ca-4bc6-aacb-6d874314a9b3","AWS_121384921586_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-275108"
"CN=AWS_962306527305_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_962306527305_ReadAccess_Users","group","5b81a505-aec8-4b56-a35b-7cebd23c7b90","AWS_962306527305_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-268439"
"CN=AWS_494547335211_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_494547335211_ReadAccess_Users","group","1336387a-e3e7-4568-94f8-7906bd44213a","AWS_494547335211_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-273758"
"CN=AWS_758503677426_ReadAccess_Users,OU=CORP AWS Exchange,OU=CORP,DC=bsg,DC=ad,DC=adp,DC=com","Security","Universal","AWS_758503677426_ReadAccess_Users","group","e329289a-9783-4fd9-82e3-8cddd358395f","AWS_758503677426_ReadAccess_Users","S-1-5-21-1064954374-356710528-997385118-270909"
"CN=BR India FTE All,OU=HBAD Exchange,OU=HBAD,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","BR India FTE All","group","a35ce6d9-9fa1-43b8-ab54-1e1af3d0af62","BR India FTE All","S-1-5-21-1064954374-356710528-997385118-283770"
"CN=Test GTO FTE All (India),OU=HBAD Exchange,OU=HBAD,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","Test GTO FTE All (India)","group","a3b39adc-d8a8-4006-b9d3-ffc236b689b6","Test GTO FTE All (India)-1367721550","S-1-5-21-1064954374-356710528-997385118-300365"
"CN=GTO FTE All (India),OU=HBAD Exchange,OU=HBAD,DC=bsg,DC=ad,DC=adp,DC=com","Distribution","Universal","GTO FTE All (India)","group","aa314956-1da2-44cb-9c4a-bb3a00f987cb","GTO FTE All (India)","S-1-5-21-1064954374-356710528-997385118-300366"
